Index,EndTime,SongName,ArtistName,msPlayed,Popularity,SongID,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Duration_ms
694,2021-06-17 17:55,No Money,Galantis,191293,43,4xuGvvddb7hj5N9SZys971,0.234,0.288,0,-13.412,1,0.0317,0.907,0.905,0.118,0.118,60.347,137454
695,2021-06-17 17:57,Imagine - Tiësto Remix,Ben Platt,136363,41,2BRqWfKbvp7JHQ59E0Vfg9,0.353,0.149,2,-24.372,0,0.0443,0.983,0.781,0.16,0.3,155.846,72908
696,2021-06-17 18:01,Sixteen,Ellie Goulding,201226,39,6Mt4J6HNbQGlQoCLF0C5Kv,0.398,0.0127,0,-31.618,0,0.0417,0.967,0.879,0.084,0.0492,119.963,90363
697,2021-06-17 18:04,In the Name of Love,Martin Garrix,195706,40,55bLM1rmlpa5AYJjQ62y2t,0.387,0.232,9,-21.528,0,0.0374,0.948,0.972,0.0613,0.274,79.956,72643
698,2021-06-17 18:08,Wake Me Up,Avicii,176728,38,13Islt9zMhrusbUnlrSHEB,0.32,0.0103,9,-34.773,0,0.0413,0.976,0.914,0.107,0.236,84.048,61134
699,2021-06-17 18:10,seaside_demo,SEB,132000,41,0Q1ccZMHM3xiCYpiS6IDmi,0.333,0.0686,9,-28.798,0,0.0417,0.979,0.924,0.11,0.0652,114.127,225345
700,2021-06-17 18:14,working,Tate McRae,210219,40,38ttuCHHJeQcWc1gM0OKUj,0.459,0.0182,0,-26.606,1,0.0449,0.967,0.977,0.123,0.0384,120.02,190803
701,2021-06-17 18:17,Need To Know,Doja Cat,210560,38,1YKW1H5hnnad9awm6cLGSj,0.229,0.0114,5,-25.721,0,0.0406,0.984,0.906,0.0884,0.0397,135.966,108345
702,2021-06-17 18:21,Lost,Maroon 5,172597,38,5TC9lkwHmxXjXknqnudOPP,0.241,0.0289,8,-28.084,1,0.0456,0.923,0.691,0.106,0.0376,120.113,268119
703,2021-06-17 18:24,Leave Before You Love Me (with Jonas Brothers),Marshmello,154983,37,2MpXP9f5tKmnsWjBWXBPaT,0.158,0.0313,4,-27.164,0,0.0402,0.923,0.965,0.0879,0.0394,179.803,167012
704,2021-06-17 18:27,u love u (with Tate McRae),blackbear,189062,39,5Xurk4FBpGtgddhbCmylg6,0.492,0.28,8,-19.965,1,0.032,0.947,0.959,0.0752,0.203,119.99,141945
705,2021-06-17 18:30,EveryTime I Cry,Ava Max,177855,63,7uhINGViZPygI2AljxO8KN,0.509,0.477,11,-6.571,1,0.0262,0.309,0.0168,0.158,0.283,146.031,281219
706,2021-06-17 18:33,Reckless,Madison Beer,203384,68,6nZiYSBwPQ7fYnVWkkkj4g,0.778,0.227,1,-16.191,1,0.0379,0.983,0.14,0.113,0.38,116.033,213056
707,2021-06-17 18:37,good 4 u,Olivia Rodrigo,0,40,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
708,2021-06-17 18:37,Solar Power,Lorde,192621,81,4lLtanYk6tkMvooU0tWzG8,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091
709,2021-06-17 18:39,Main Title,Carlos Rafael Rivera,109896,74,58qX77t2VWMWcycsh9zKLc,0.535,0.359,2,-9.343,1,0.0607,0.771,0.0,0.111,0.488,154.163,184505
710,2021-06-17 18:41,Beth's Story,Carlos Rafael Rivera,127615,79,6aHoPULNO7pSL2ZfUY0bU8,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729
711,2021-06-17 18:43,Methuen Home For Children 1957,Carlos Rafael Rivera,74045,66,2O9O26335YYVckmRgPKY3s,0.524,0.882,5,-3.038,1,0.0367,0.108,1.1e-06,0.071,0.399,119.94,204547
712,2021-06-17 18:44,The Scholar's Mate,Carlos Rafael Rivera,78496,79,6aHoPULNO7pSL2ZfUY0bU8,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729
713,2021-06-17 18:45,You're Gloating,Carlos Rafael Rivera,66447,79,6aHoPULNO7pSL2ZfUY0bU8,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729
714,2021-06-17 18:48,Training With Mr. Schaibel,Carlos Rafael Rivera,184293,79,6aHoPULNO7pSL2ZfUY0bU8,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729
715,2021-06-17 18:50,Am I Good Enough Now?,Carlos Rafael Rivera,78942,79,6aHoPULNO7pSL2ZfUY0bU8,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729
716,2021-06-17 18:52,Playing Mr. Ganz,Carlos Rafael Rivera,96923,79,6aHoPULNO7pSL2ZfUY0bU8,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729
717,2021-06-17 18:54,Ceiling Games,Carlos Rafael Rivera,137454,81,4lLtanYk6tkMvooU0tWzG8,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091
718,2021-06-17 18:55,First Day At School,Carlos Rafael Rivera,72907,79,6aHoPULNO7pSL2ZfUY0bU8,0.669,0.629,1,-6.032,0,0.0657,0.0485,0.0,0.346,0.683,125.935,139729
719,2021-06-17 18:57,The Green Pills,Carlos Rafael Rivera,90363,66,2O9O26335YYVckmRgPKY3s,0.524,0.882,5,-3.038,1,0.0367,0.108,1.1e-06,0.071,0.399,119.94,204547
720,2021-06-17 18:58,Kentucky State Championship 1963,Carlos Rafael Rivera,72642,0,57ZUh59CAsCgnAnHti0GkI,0.658,0.791,8,-4.66,1,0.0512,0.102,0.0,0.139,0.744,75.017,186227
721,2021-06-17 18:59,Top Boards,Carlos Rafael Rivera,61134,85,5O2P9iiztwhomNh8xkR9lJ,0.672,0.52,8,-7.747,1,0.0353,0.859,0.0,0.115,0.37,120.001,226600
722,2021-06-17 19:03,Playing Townes,Carlos Rafael Rivera,225345,61,5IF6IBPqbclVR7SQKmCIyA,0.703,0.628,0,-5.914,1,0.203,0.364,0.0,0.384,0.471,138.032,205217
723,2021-06-17 19:07,Playing Beltik,Carlos Rafael Rivera,190803,65,0wsXdby1T3PWLauIkGUZzg,0.673,0.842,1,-4.666,1,0.039,0.0248,0.0,0.294,0.509,121.986,205474
724,2021-06-17 19:09,The Lake - Cincinnati,Carlos Rafael Rivera,108344,91,4iJyoBOLtHqaGxP12qzhQI,0.677,0.696,0,-6.181,1,0.119,0.321,0.0,0.42,0.464,90.03,198082
725,2021-06-17 19:13,Playing Benny - Las Vegas 1966,Carlos Rafael Rivera,268118,55,2QuKZ1pchSrl3E7AngBuzA,0.707,0.725,1,-5.981,0,0.196,0.599,0.0,0.0525,0.761,86.032,176466
726,2021-06-17 19:16,Two Sides Of The Same Coin,Carlos Rafael Rivera,167012,64,7AhlMDKQelsNkWvFeZvmtC,0.652,0.715,0,-5.919,1,0.0388,0.0291,0.0,0.156,0.617,97.981,191036
727,2021-06-17 19:18,Mexico City Invitational 1966,Carlos Rafael Rivera,37229,86,6ocbgoVGwYJhOv1GgI9NsF,0.778,0.317,1,-10.732,0,0.334,0.592,0.0,0.0881,0.327,140.048,178627
728,2021-06-17 21:18,cold/mess,Prateek Kuhad,0,62,0JU7KoyKSFgY1zJV2ex6Ee,0.52,0.901,0,-5.448,1,0.407,0.331,0.0,0.175,0.509,199.84,163866
729,2021-06-17 22:01,Kho Gaye Hum Kahan,Jasleen Royal,1060,85,5WtfUKzXircvW8l5aaVZWT,0.516,0.467,0,-6.184,1,0.0302,0.662,0.0,0.0853,0.386,132.861,173307
730,2021-06-18 02:30,Sygrayem (Let's Play),Carlos Rafael Rivera,0,89,5nujrmhLynf4yMoMtj8AQF,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,203064
731,2021-06-18 15:47,Grenade,Bruno Mars,223253,87,7qiZfU4dY1lWllzX7mPBI3,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,233713
732,2021-06-18 15:50,i don't want to watch the world end with someone else,Clinton Kane,184505,40,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
733,2021-06-18 16:32,Knock Knock,SoFaygo,139728,40,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
734,2021-06-18 16:35,Alive,Empire of the Sun,50619,40,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
735,2021-06-18 17:00,Knock Knock,SoFaygo,187321,66,7hn8Q8WAxFdL4aZ159GI7C,0.272,0.281,10,-8.131,1,0.0307,0.618,0.0,0.111,0.152,138.856,305893
736,2021-06-18 17:02,Knock Knock,SoFaygo,139728,40,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
737,2021-06-18 17:05,Knock Knock,SoFaygo,139728,40,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
738,2021-06-18 17:07,Knock Knock,SoFaygo,139728,40,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
739,2021-06-18 17:09,Knock Knock,SoFaygo,139728,40,3b34OS7148VGiURvWTYweJ,0.523,0.108,0,-21.457,1,0.0411,0.947,0.826,0.0987,0.139,112.001,131637
740,2021-06-18 17:11,Grenade,Bruno Mars,1320,50,44LTFkrvoxE2qflp8GEqKw,0.472,0.612,0,-10.982,1,0.0424,0.448,0.823,0.41,0.499,92.998,109896
741,2021-06-18 17:11,Knock Knock,SoFaygo,31029,50,44LTFkrvoxE2qflp8GEqKw,0.472,0.612,0,-10.982,1,0.0424,0.448,0.823,0.41,0.499,92.998,109896
742,2021-06-18 17:14,Alive,Empire of the Sun,204546,52,6bdq6oMieSnPmcwrolEQgV,0.0916,0.0271,0,-27.397,0,0.0404,0.945,0.847,0.0892,0.0594,55.269,127615
743,2021-06-18 17:17,Hate Me,Ellie Goulding,188066,52,6bdq6oMieSnPmcwrolEQgV,0.0916,0.0271,0,-27.397,0,0.0404,0.945,0.847,0.0892,0.0594,55.269,127615
744,2021-06-18 17:21,Night Changes,One Direction,226600,41,62G1ewSNbKaxSMqcmfgxeq,0.437,0.022,11,-29.447,0,0.04,0.976,0.916,0.11,0.0791,99.971,74046
745,2021-06-18 17:24,Just Like You,Louis Tomlinson,205217,41,3mPt3UzwsHD5YBgui50BED,0.322,0.257,5,-19.638,1,0.0359,0.387,0.906,0.0889,0.0378,60.344,78496
746,2021-06-18 17:29,Hula Hoop,OMI,205474,42,0Bnh732W1DVmnXtV6mhk1U,0.276,0.0985,5,-28.017,0,0.0342,0.989,0.907,0.0795,0.125,134.587,66448
747,2021-06-18 17:32,Need To Know,Doja Cat,210560,45,17hoQV3FJxZnJUvccgAjLF,0.352,0.0774,9,-24.864,0,0.0345,0.946,0.877,0.118,0.138,108.077,184294
748,2021-06-18 17:35,Peaches (feat. Daniel Caesar & Giveon),Justin Bieber,198081,40,49hgjLTXt8Uwa5nA7W3xmJ,0.149,0.00502,2,-29.404,0,0.0434,0.901,0.894,0.0903,0.0364,77.257,78943
749,2021-06-18 17:38,Pasadena,Tinashe,177577,39,2a7e9JqU7wyXbkf9WgW2C9,0.149,0.0328,7,-31.586,0,0.0497,0.878,0.957,0.11,0.0356,104.583,96924
750,2021-06-18 17:41,anxiety (with FRND),blackbear,191036,43,4xuGvvddb7hj5N9SZys971,0.234,0.288,0,-13.412,1,0.0317,0.907,0.905,0.118,0.118,60.347,137454
751,2021-06-18 17:45,7 rings,Ariana Grande,178626,41,2BRqWfKbvp7JHQ59E0Vfg9,0.353,0.149,2,-24.372,0,0.0443,0.983,0.781,0.16,0.3,155.846,72908
752,2021-06-18 17:48,Feel Something,Joshua Bassett,163866,39,6Mt4J6HNbQGlQoCLF0C5Kv,0.398,0.0127,0,-31.618,0,0.0417,0.967,0.879,0.084,0.0492,119.963,90363
753,2021-06-18 17:50,What A Time (feat. Niall Horan),Julia Michaels,173306,39,6Mt4J6HNbQGlQoCLF0C5Kv,0.398,0.0127,0,-31.618,0,0.0417,0.967,0.879,0.084,0.0492,119.963,90363
754,2021-06-18 17:54,Levitating (feat. DaBaby),Dua Lipa,203064,40,55bLM1rmlpa5AYJjQ62y2t,0.387,0.232,9,-21.528,0,0.0374,0.948,0.972,0.0613,0.274,79.956,72643
755,2021-06-18 17:58,Shape of You,Ed Sheeran,233712,38,13Islt9zMhrusbUnlrSHEB,0.32,0.0103,9,-34.773,0,0.0413,0.976,0.914,0.107,0.236,84.048,61134
756,2021-06-18 23:23,Sygrayem (Let's Play),Carlos Rafael Rivera,131637,41,0Q1ccZMHM3xiCYpiS6IDmi,0.333,0.0686,9,-28.798,0,0.0417,0.979,0.924,0.11,0.0652,114.127,225345
757,2021-06-18 23:25,Sygrayem (Let's Play),Carlos Rafael Rivera,131637,40,38ttuCHHJeQcWc1gM0OKUj,0.459,0.0182,0,-26.606,1,0.0449,0.967,0.977,0.123,0.0384,120.02,190803
758,2021-06-18 23:28,Sygrayem (Let's Play),Carlos Rafael Rivera,130045,38,1YKW1H5hnnad9awm6cLGSj,0.229,0.0114,5,-25.721,0,0.0406,0.984,0.906,0.0884,0.0397,135.966,108345
759,2021-06-18 23:34,A Thousand Years (feat. Steve Kazee) - Pt. 2; The Twilight Saga: Breaking Dawn Soundtrack,Christina Perri,305893,38,5TC9lkwHmxXjXknqnudOPP,0.241,0.0289,8,-28.084,1,0.0456,0.923,0.691,0.106,0.0376,120.113,268119
760,2021-06-19 02:32,Sygrayem (Let's Play),Carlos Rafael Rivera,131637,37,2MpXP9f5tKmnsWjBWXBPaT,0.158,0.0313,4,-27.164,0,0.0402,0.923,0.965,0.0879,0.0394,179.803,167012
761,2021-06-19 02:35,Sygrayem (Let's Play),Carlos Rafael Rivera,0,39,5Xurk4FBpGtgddhbCmylg6,0.492,0.28,8,-19.965,1,0.032,0.947,0.959,0.0752,0.203,119.99,141945
762,2021-06-19 02:40,Sygrayem (Let's Play),Carlos Rafael Rivera,0,37,5aoeqpimZUkPZWfy6qkXFv,0.317,0.119,5,-22.949,0,0.0351,0.952,0.898,0.118,0.179,129.47,121103
763,2021-06-19 02:45,Sygrayem (Let's Play),Carlos Rafael Rivera,0,36,3BxK2y52UporzfgyncHmxR,0.353,0.0306,11,-28.668,1,0.042,0.965,0.925,0.115,0.156,124.204,143806
764,2021-06-19 12:34,Main Title,Carlos Rafael Rivera,1220,37,1EBvQlOgsKqA2cvYpasiEo,0.451,0.0192,1,-30.034,1,0.042,0.986,0.916,0.104,0.039,120.026,217598
765,2021-06-19 12:40,Main Title,Carlos Rafael Rivera,108922,39,4hjW0jlMCbevvHd41VWprU,0.39,0.0296,9,-26.772,0,0.0365,0.976,0.947,0.0727,0.0606,100.012,122927
766,2021-06-19 12:41,Beth's Story,Carlos Rafael Rivera,91418,36,7oYUcGnr5LxkKtfxugITto,0.355,0.113,11,-23.628,0,0.0327,0.96,0.834,0.0903,0.105,82.993,100805
767,2021-06-19 13:02,Beth's Story,Carlos Rafael Rivera,1890,37,62pu3ajjWlZPexvtz1Mxyn,0.449,0.136,4,-24.787,0,0.0309,0.904,0.851,0.098,0.44,107.618,135528
768,2021-06-19 13:02,Methuen Home For Children 1957,Carlos Rafael Rivera,2230,37,0fwXaxpBAH8D2HoTExNhwI,0.442,0.0787,7,-26.826,0,0.041,0.98,0.85,0.108,0.192,119.911,146395
769,2021-06-19 13:04,The Scholar's Mate,Carlos Rafael Rivera,78496,35,4IfnvXGGzjrh8rF3FA2wOJ,0.291,0.143,9,-26.497,0,0.0517,0.6,0.808,0.112,0.0379,115.001,147228
770,2021-06-19 13:05,You're Gloating,Carlos Rafael Rivera,66447,39,1d6mJSs7fNRBz6usN43LGT,0.207,0.145,9,-18.662,0,0.0338,0.975,0.799,0.0632,0.064,148.414,115729
771,2021-06-19 13:08,Training With Mr. Schaibel,Carlos Rafael Rivera,184293,35,3GMGin3o1j9XDeI34lj9ZK,0.286,0.0124,7,-34.991,1,0.0597,0.993,0.963,0.0787,0.175,71.831,70769
772,2021-06-19 13:09,Am I Good Enough Now?,Carlos Rafael Rivera,78942,36,0ImA0JYf1e1MN0Cf8oE9BY,0.0911,0.0231,10,-30.689,1,0.0436,0.961,0.936,0.12,0.0377,77.681,125923
773,2021-06-19 13:11,Playing Mr. Ganz,Carlos Rafael Rivera,96923,36,7nyqTZwv20zezVWta2fdhd,0.288,0.115,0,-18.231,1,0.0358,0.905,0.888,0.109,0.0503,132.564,447288
774,2021-06-19 13:13,Ceiling Games,Carlos Rafael Rivera,137454,36,5MpM8iFxpUqFr3oaxgl8zZ,0.427,0.172,3,-21.15,0,0.037,0.983,0.929,0.111,0.164,119.897,189019
775,2021-06-19 13:15,First Day At School,Carlos Rafael Rivera,72907,41,21ROIH2f7PS4nviwYSlW8q,0.375,0.16,5,-18.781,1,0.0445,0.921,0.895,0.116,0.0381,119.925,443631
776,2021-06-19 13:16,The Green Pills,Carlos Rafael Rivera,34383,81,4lLtanYk6tkMvooU0tWzG8,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091
777,2021-06-19 17:44,The Green Pills,Carlos Rafael Rivera,56250,81,4lLtanYk6tkMvooU0tWzG8,0.704,0.558,2,-7.273,0,0.0542,0.148,0.0,0.107,0.245,110.444,222091
778,2021-06-19 17:45,Kentucky State Championship 1963,Carlos Rafael Rivera,72642,67,1eqwjXdMTed8Pz3PLNcHe9,0.614,0.605,0,-5.63,1,0.0319,0.21,0.0,0.162,0.333,127.099,217867
779,2021-06-19 17:46,Top Boards,Carlos Rafael Rivera,61134,74,3fGW43fnu3OHEw6ohTC2Bw,0.572,0.759,2,-4.312,1,0.0506,0.127,0.0,0.224,0.519,80.95,163733
780,2021-06-19 17:50,Playing Townes,Carlos Rafael Rivera,225345,77,4v7DgEMw6EvYyuQ4eWFD9l,0.735,0.584,1,-5.047,1,0.14,0.189,0.0,0.125,0.395,93.016,219187
781,2021-06-19 17:53,Playing Beltik,Carlos Rafael Rivera,190803,90,6HU7h9RYOaPRFeh0R3UeAr,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,215507
782,2021-06-19 17:55,The Lake - Cincinnati,Carlos Rafael Rivera,108344,88,45bE4HXI0AwGZXfZtMp8JR,0.667,0.373,4,-9.389,1,0.05,0.785,0.0,0.0906,0.0823,124.148,169266
783,2021-06-19 18:00,Playing Benny - Las Vegas 1966,Carlos Rafael Rivera,268118,79,3NLnwwAQbbFKcEcV8hDItk,0.647,0.823,2,-5.231,1,0.0762,0.0598,0.0,0.119,0.396,99.933,230333
784,2021-06-19 18:03,Two Sides Of The Same Coin,Carlos Rafael Rivera,167012,81,55n9yjI6qqXh5F2mYvUc2y,0.731,0.445,0,-8.418,1,0.0533,0.0586,1.96e-05,0.14,0.106,117.97,247160
785,2021-06-19 18:05,Mexico City Invitational 1966,Carlos Rafael Rivera,141944,59,3UjGudrhckjEQjKHLR3p5G,0.751,0.857,1,-4.385,0,0.0752,0.31,0.0,0.0801,0.501,104.984,151999
786,2021-06-19 18:07,Playing Girev I,Carlos Rafael Rivera,121103,0,6AtjimTjYWhch6tMf8f75b,0.671,0.336,10,-8.494,0,0.241,0.705,0.00751,0.0577,0.518,75.051,212496
787,2021-06-19 18:10,Playing Girev II,Carlos Rafael Rivera,143805,64,3vSLSOhE8HWBC2WiN0j0hD,0.736,0.308,11,-11.543,1,0.0421,0.492,0.00248,0.179,0.439,132.767,175135
788,2021-06-19 18:14,Borgov I,Carlos Rafael Rivera,217597,64,3vSLSOhE8HWBC2WiN0j0hD,0.736,0.308,11,-11.543,1,0.0421,0.492,0.00248,0.179,0.439,132.767,175135
789,2021-06-19 18:16,Beth Alone,Carlos Rafael Rivera,122927,64,3vSLSOhE8HWBC2WiN0j0hD,0.736,0.308,11,-11.543,1,0.0421,0.492,0.00248,0.179,0.439,132.767,175135
790,2021-06-19 18:18,Ohio US Championship 1967,Carlos Rafael Rivera,100804,86,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960
791,2021-06-19 18:19,New York,Carlos Rafael Rivera,69386,52,5IH5AcpMQCGSv7vtAL5c6X,0.636,0.776,6,-4.019,0,0.335,0.359,0.00141,0.533,0.257,120.019,299255
792,2021-06-19 18:21,Training With Benny,Carlos Rafael Rivera,135528,41,3ZqKbMO9UasuKgQeGT7QZS,0.609,0.523,1,-12.649,1,0.0796,0.00959,0.000155,0.15,0.342,127.977,181875
793,2021-06-19 18:24,Paris Tournament 1967,Carlos Rafael Rivera,146395,0,4RATA8PsuYPzqnvxuif6Rq,0.523,0.607,1,-4.754,0,0.03,0.512,0.0,0.106,0.0651,145.837,217867
794,2021-06-19 18:27,Borgov II,Carlos Rafael Rivera,147227,68,4QTuyRQshEZYurtIDfE6g0,0.695,0.743,6,-3.85,1,0.0329,0.0786,0.0,0.0587,0.634,123.007,201254
795,2021-06-19 18:29,Jolene!,Carlos Rafael Rivera,115729,41,5gpy8VcqvPox6XHAIJzuCw,0.234,0.752,1,-5.951,1,0.0748,0.0102,0.0,0.118,0.315,62.114,213879
796,2021-06-19 18:30,Returning To Methuen,Carlos Rafael Rivera,70769,82,7vGuf3Y35N4wmASOKLUVVU,0.52,0.761,4,-3.093,1,0.0853,0.256,4.96e-06,0.17,0.286,141.971,180823
797,2021-06-19 18:32,Turning Point,Carlos Rafael Rivera,125923,80,4uDhts78RdwIDjEqPrYVKp,0.766,0.817,7,-4.253,1,0.035,0.0239,2.49e-06,0.159,0.43,125.033,138819
798,2021-06-19 18:34,USSR,Carlos Rafael Rivera,66249,73,57kR5SniQIbsbVoIjjOUDa,0.407,0.725,5,-5.346,0,0.188,0.0141,2.46e-06,0.306,0.247,196.093,247267
799,2021-06-19 18:41,Moscow Invitational 1968,Carlos Rafael Rivera,447288,71,4olrSI30e4RN11Cz2SQgEv,0.528,0.453,4,-9.398,1,0.0396,0.355,1.06e-06,0.104,0.281,119.761,196678
800,2021-06-19 18:45,Close Your Eyes,Carlos Rafael Rivera,151734,35,5wxD3flhRR7U6TfayCDQQV,0.62,0.979,2,-3.095,0,0.235,0.0151,0.0332,0.143,0.456,134.95,271083
801,2021-06-19 18:48,Borgov III,Carlos Rafael Rivera,189019,75,2x0RZdkZcD8QRI53XT4GI5,0.802,0.645,5,-6.181,0,0.0715,0.272,0.0,0.119,0.376,100.001,157202
802,2021-06-19 18:55,The Final Game,Carlos Rafael Rivera,443631,56,7qHXEShpUpCcSUbgVjEAoQ,0.675,0.562,9,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,156963
803,2021-06-19 21:29,Grenade,Bruno Mars,57570,0,7hE9rKqvLBK6WJmUjxJeFs,0.878,0.64,0,-5.641,1,0.0591,0.142,0.0,0.0981,0.658,124.069,200524
804,2021-06-20 01:40,Grenade,Bruno Mars,226823,0,7hE9rKqvLBK6WJmUjxJeFs,0.878,0.64,0,-5.641,1,0.0591,0.142,0.0,0.0981,0.658,124.069,200524
805,2021-06-20 01:44,Two of Us,Louis Tomlinson,217866,56,7qHXEShpUpCcSUbgVjEAoQ,0.675,0.562,9,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,156963
806,2021-06-20 01:47,Our Song,Anne-Marie,163733,84,5ajjAnNRh8bxFvaVHzpPjh,0.386,0.426,3,-6.642,1,0.0363,0.807,0.0,0.14,0.261,180.104,203385
807,2021-06-20 01:50,What If (I Told You I Like You),Johnny Orlando,219186,79,18XlJEroUwFo0tLZxscgXE,0.766,0.706,7,-6.553,0,0.16,0.223,0.00028,0.064,0.766,142.989,172598
808,2021-06-20 01:55,deja vu,Olivia Rodrigo,215507,87,4qu63nuBpdn0qHUHuObEj1,0.721,0.738,7,-4.77,1,0.0403,0.00226,4.41e-06,0.118,0.637,119.976,154983
809,2021-06-20 01:57,you broke me first,Tate McRae,169265,0,7hE9rKqvLBK6WJmUjxJeFs,0.878,0.64,0,-5.641,1,0.0591,0.142,0.0,0.0981,0.658,124.069,200524
810,2021-06-20 02:01,Perfect,One Direction,230333,86,7BKLCZ1jbUBVqRi2FVlTVw,0.748,0.524,8,-5.599,1,0.0338,0.414,0.0,0.111,0.661,95.01,244960
811,2021-06-20 02:05,I Don’t Wanna Live Forever (Fifty Shades Darker),ZAYN,247160,84,2Y0wPrPQBrGhoLn14xRYCG,0.625,0.814,0,-5.181,1,0.0657,0.0172,0.0,0.158,0.535,144.991,205485
812,2021-06-20 02:08,Break My Heart Myself (feat. Travis Barker),Bebe Rexha,151999,75,2l8nEO0vsTRCRnGqQty6qx,0.931,0.387,1,-9.127,1,0.412,0.088,0.0,0.136,0.376,125.978,179405
813,2021-06-20 02:12,Lost Cause,Billie Eilish,212496,81,0b11D9D0hMOYCIMN3OKreM,0.504,0.788,3,-4.113,0,0.215,0.0134,0.0,0.363,0.228,170.039,186022
814,2021-06-20 02:12,Nothing's the Same,Alexander 23,28596,79,2q4rjDy9WhaN3o9MvDbO21,0.758,0.712,7,-3.781,1,0.112,0.0185,0.0,0.0677,0.795,149.998,193387
815,2021-06-20 17:02,Nothing's the Same,Alexander 23,2660,80,57BGVV6wcyhbn3hsjlqEZB,0.772,0.878,2,-4.22,1,0.324,0.0301,2.18e-06,0.251,0.305,61.311,135747
816,2021-06-20 17:23,Nothing's the Same,Alexander 23,144127,0,1Tkhv9DzXOk5a4iIuRw0KW,0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.144,0.346,144.911,243463
817,2021-06-20 17:27,Closer,The Chainsmokers,244960,87,2ZRo7axmMPeSVUvDbGkJah,0.592,0.457,9,-6.081,0,0.0603,0.661,0.000331,0.146,0.225,146.04,110886
818,2021-06-20 17:32,You Should Run,Moore Kismet,299255,87,3KkXRkHbMCARz0aVfEt68P,0.76,0.479,2,-5.574,1,0.0466,0.556,0.0,0.0703,0.913,89.911,158040
819,2021-06-20 17:35,Speechless (feat. Erika Sirola) - MOTi Remix,Robin Schulz,181874,83,15JINEqzVMv3SvJTAXAKED,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,263373
820,2021-06-20 17:39,Talking to the Moon,Bruno Mars,217866,72,26gXWzhL8DZJSU5sODhVTs,0.635,0.554,2,-3.975,0,0.0343,0.134,0.0,0.116,0.315,156.822,196147
821,2021-06-20 17:42,By Your Side,Jonas Blue,201254,84,43PGPuHIlVOc04jrZVh9L6,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,165926
822,2021-06-20 17:46,Hearts on Fire - CORSAK & Willim Remix,ILLENIUM,213878,86,27OeeYzk6klgBh83TSvGMA,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,161385
823,2021-06-20 17:50,Silence,Marshmello,180822,72,5gFoAVTN9YlM9uJCrFZtgl,0.606,0.784,7,-6.293,1,0.268,0.435,0.0,0.689,0.48,80.985,278573
824,2021-06-20 17:52,Sweet Dreams,Alan Walker,138819,56,7qHXEShpUpCcSUbgVjEAoQ,0.675,0.562,9,-5.99,1,0.0968,0.245,0.00109,0.103,0.655,79.916,156963
